,tweet,Date
1027,Always setting the pace. #AAPL https://lnkd.in/bjwuQBP,2016-07-08
1028,WaterproofGate: Samsung's high end Galaxy S7 fails Consumer Reports tests. $AAPL,2016-07-08
1029,"What's happening with the #Electronics #Giant? #apple #aapl #stocks, Read More; http://tristansreport.weebly.com/2/post/2016/05/whats-going-on-with-apple.html…",2016-07-09
1030,"@jimcramer
 Do you still think FIT is a buy? Wouldn't it be nice if AAPL scooped them up and crushed the competition?",2016-07-09
1031,"New July Trade Of The Month coming this Friday, July 15th. http://OptionSpreadStrategies.com  - We are #1 in options trading results!  $QQQ $VRX $AAPL",2016-07-09
1032,"""'No,' barista tells Tim Cook, we don't take Apple Pay (AAPL)"" #business #feedly",2016-07-10
1033,"Replying to 
@smartertrader",2016-07-10
1034,"'No,' barista tells Tim Cook, we don't take Apple Pay (AAPL) http://read.bi/29re67d",2016-07-10
1035,US teen ownership of #smartphones to approach 75% this year - #mobile $AAPL $GOOG,2016-07-10
1036,What You Need to Know About Trading #Gold $JYN $AAPL $GOOG $MSFT $FXB $FXY http://goo.gl/vlZE3T,2016-07-10
1037,T2108 Update  A Day to Be Long Almost Anything and Everything $CAT $UVXY $AAPL $EEM $GLD  $VIX Also $FXY $JYN $USO http://goo.gl/zwp4aB,2016-07-10
1038,"@manatweets
 Here's what you need to buy if Pokemon Go is killing your battery (AAPL)
http://pri.ml/W-Ygm0wG via businessinsider",2016-07-11
1039,"Replying to 
@UnionSquareGrp",2016-07-11
1040,"Latest Gartner/IDC data shows #Apple PC market share & shipments slip, Macs fall behind ASU... Read more: http://owler.us/aa3J61 $AAPL",2016-07-11
1041,"PC Sales Fall, As Apple Crumbles http://ift.tt/29D3qpE #AAPL",2016-07-11
1042,"Latest Gartner/IDC data shows #Apple PC market share & shipments slip, Macs fall behind ASU... Read more: http://owler.us/aa3J7b $AAPL",2016-07-11
1043,#Apple's Mac no longer bucking PC industry's sales slide. Read more: http://owler.us/aa3J6Y $AAPL,2016-07-11
1044,#Apple's Mac no longer bucking PC industry's sales slide. Read more: http://owler.us/aa3J7d $AAPL,2016-07-11
1045,Apple Inc. (AAPL): Has It FINALLY Bottomed? http://investmentworldnews.com/2015/12/28/apple-inc-aapl-has-it-finally-bottomed…,2016-07-12
1046,"AAPL Cisco Systems, Inc. Last Price
See Here --> http://dlvr.it/LnKdLt

$AAPL $ERF.TO $VALE #stock",2016-07-12
1047,Patent troll comes after #Apple over battery charging technology used in iPhone 6s. Read more: http://owler.us/aa3Sy6 $AAPL,2016-07-12
1048,Patent troll comes after #Apple over battery charging technology used in iPhone 6s. Read more: http://owler.us/aa3SyV $AAPL,2016-07-12
1049,Apple Watch Is Best In Customer Satisfaction Among Smartwatch Owners Says J.D. Power http://seekingalpha.com/article/3988283-apple-watch-best-customer-satisfaction-among-smartwatch-owners-says-j-d-power?source=feed_f… $AMZN $FIT $GM $AAPL,2016-07-13
1050,"Replying to 
@TIME",2016-07-13
1051,Apple Inc. (AAPL) Stock Rating Reaffirmed by Mizuho #stock https://dragplus.com/post/id/36817291…,2016-07-13
1052,"#news Trump promotes the boycott of #apple, but he owns millions in shares in AAPL http://thag.me/uv",2016-07-14
1053,#Apple Iphone 7 leaked as release date approaches. Read more: http://owler.us/aa4aHU $AAPL,2016-07-14
1054,#Apple Iphone 7 leaked as release date approaches. Read more: http://owler.us/aa4aIf $AAPL,2016-07-14
1055,Node-RED Analytics: AAPL at 98.78,2016-07-15
1056,Apple’s New Music Royalty Proposal Would Make Streaming Costlier for Free Services Like Spotify http://ift.tt/29KKxA9 #AAPL,2016-07-15
1057,"Evidence suggests #Apple's ï¿½AirPods' could happen, we just don't know when . Read more: http://owler.us/aa4ilR $AAPL",2016-07-15
1058,"Evidence suggests #Apple's ï¿½AirPods' could happen, we just don't know when . Read more: http://owler.us/aa4ilL $AAPL",2016-07-15
1059,Node-RED Analytics: AAPL at 98.78,2016-07-16
1060,#Apple Seeks Simpler Royalty Payments for Streamed Music. Read more: http://owler.us/aa4j7b $AAPL,2016-07-16
1061,#Apple Seeks Simpler Royalty Payments for Streamed Music. Read more: http://owler.us/aa4j7d $AAPL,2016-07-16
1062,Node-RED Analytics: AAPL at 98.78,2016-07-17
1063,"Research Analysts Updated EPS Estimates for December, 22nd (AAPL, AGU, AKG, ANF, AUY, BBRY, CHK, CM, CMG, CORT) http://investmentworldnews.com/2015/12/22/research-analysts-updated-eps-estimates-for-december-22nd-aapl-agu-akg-anf-auy-bbry-chk-cm-cmg-cort…",2016-07-17
1064,{Video} Bullish Plays This Coming Week AAPL PANW LL BKMU  LGIH http://bit.ly/2a8UvNR,2016-07-17
1065,"Apple releases finished iOS 9.3.3, OS X 10.11.6, tvOS 9.2.2 & watchOS… http://dlvr.it/LqfSzZ #AppleInsider $AAPL",2016-07-18
1066,Huge Apple Inc. (AAPL) iPhone Chip Designer Acquired For $32Bn - LearnBonds http://bit.ly/2aoKE2W,2016-07-18
1067,"#Apple iOS 10 Beta 3 Tidbits: iOS 9-Style Touch ID Option, New Keyboard Sound, and More. Read more: http://owler.us/aa4wRx $AAPL",2016-07-18
1068,"Live http://pscp.tv/NaviAvatar Stocks up 16, $GOOGL $NTDOY $AAPL lead. http://Stockmarketmojo.com $LABU $RLYP $TWTR",2016-07-18
1069,Apple Music shifting to iTunes Match 'acoustic fingerprinting' method… http://dlvr.it/Lqf5xf #AppleInsider $AAPL,2016-07-18
1070,#Apple The iPhone is being used to study rheumatoid arthritis. Read more: http://owler.us/aa4wlZ $AAPL,2016-07-18
1071,#Apple The iPhone is being used to study rheumatoid arthritis. Read more: http://owler.us/aa4wlB $AAPL,2016-07-18
1072,"Our $AAPL SmartTrack found : 
@CNBC
 RT 
@CNBCnow
: ALERT: Apple shares just rose above $100 per share since... #brokers",2016-07-18
1073,"Replying to 
@Benzinga",2016-07-18
1074,#Apple Posts Two New 'Shot on iPhone' Videos Featuring a Chipmunk and an Ant [Watch]. Read more: http://owler.us/aa4wkI $AAPL,2016-07-18
1075,Unexpected success of iPhone SE predicted to drop Apple's average… http://dlvr.it/Lr2029 #AppleInsider $AAPL,2016-07-19
1076,#Apple Pay officially arrives in Hong Kong. Read more: http://owler.us/aa4Fqf $AAPL,2016-07-19
1077,#Apple Pay officially arrives in Hong Kong. Read more: http://owler.us/aa4Fp5 $AAPL,2016-07-19
1078,#Apple Video shows off a dummy $150 iPhone 7 mockup. Read more: http://owler.us/aa4Fqk $AAPL,2016-07-19
1079,#Apple Video shows off a dummy $150 iPhone 7 mockup. Read more: http://owler.us/aa4Fp4 $AAPL,2016-07-19
1080,"#Apple Pay Launches in Hong Kong with Support for MasterCard, Visa, and American Express Ca... Read more: http://owler.us/aa4FnB $AAPL",2016-07-19
1081,"Replying to 
@Pharmdca",2016-07-20
1082,"Commented on StockTwits: $AAPL ABC Bullish Pattern, Targets, Earnings: 7/26 http://stocktwits.com/OptionHulk91/message/58845034#58845393…",2016-07-20
1083,$AAPL all set to open store in India! http://news.cmlviz.com/2016/07/20/breaking-apple-inc--nasdaq-aapl-enormous-opportunity-in-india.html… #TechTalk,2016-07-20
1084,Apple Inc. (NASDAQ:AAPL) iPhone SE is a Huge Winner http://ift.tt/2az65OG,2016-07-21
1085,One Reason Apple (AAPL) Stock Closed Lower Today http://dlvr.it/Lrqwjx,2016-07-21
1086,"#Apple Watch Is Pretty Much A Dud, Shipments Plunge. Read more: http://owler.us/aa43rW $AAPL",2016-07-21
1087,The Blink Security Camera System Keeps an Eye on Your Home Without Wires http://dlvr.it/LsFd2p #AppAdvice $AAPL,2016-07-22
1088,Activists ask #Apple to ditch patent for remote iPhone camera deactivation. Read more: http://owler.us/aa5c7G $AAPL,2016-07-22
1089,Activists ask #Apple to ditch patent for remote iPhone camera deactivation. Read more: http://owler.us/aa5c7H $AAPL,2016-07-22
1090,Pokemon Go breaks #Apple download records. Read more: http://owler.us/aa5c57 $AAPL,2016-07-22
1091,Weekly #Earnings  $AAPL $FB $AMZN $TWTR $GILD $UA $GOOGL $F $S $FCX $MCD $JBLU $GPRO $CAT $VZ http://eps.sh/cal,2016-07-23
1092,$AAPL Max Pain = 97.00. Maturity = 07/29/2016. Previous close = 98.66.  http://bit.ly/2a0G0th,2016-07-23
1093,"#Apple weathers anti-US demo in China, where patriotic protests snowball. Read more: http://owler.us/aa5gsf $AAPL",2016-07-23
1094,$AAPL Technical Analysis from Friday. #Prepare for Tomorrow! #stocks #stocktrading http://stocktwits.com/ChartGuysDan/message/59058418…,2016-07-24
1095,Michael Lee takes long position in #Apple and here is why. Read more: http://owler.us/aa5lmk $AAPL,2016-07-24
1096,Michael Lee takes long position in #Apple and here is why. Read more: http://owler.us/aa5lme $AAPL,2016-07-24
1097,#Apple The iPhone 8 might use iris scanning to complement Touch ID. Read more: http://owler.us/aa5w5S $AAPL,2016-07-25
1098,#Apple The iPhone 8 might use iris scanning to complement Touch ID. Read more: http://owler.us/aa5w5J $AAPL,2016-07-25
1099,Tonight's Chinese Version of the recap and look ahead $spy $spx $iwm $xle $fb $aapl,2016-07-25
1100,"RT $AAPL HFT Algos triggered BUY in SIGMA-X, CROSSFINDER, ATS, LX @ 19:59. P/T 107.00 $MSFT $QCOM $PCLN $GOOG $AMZN $NFLX $FB $TSLA $QQQ",2016-07-26
1101,Tim Cook just reignited speculation about Apples big TV plans (AAPL) (Alexei Oreskovic… http://goo.gl/fb/Z89Y9h,2016-07-26
1102,Apple CEO Tim Cook can’t pronounce Pokémon but he still thinks its incredible (AAPL) (Kif… http://goo.gl/fb/qO91Bi,2016-07-26
1103,"Cramer's stocks to watch: AAPL, BA, & KO http://bankinformer.com/646009/cramers-stocks-to-watch-aapl-ba-ko/…",2016-07-27
1104,Windward Capital Management Co Ca Lowers stake in Apple Inc (AAPL) #AAPL http://dlvr.it/LvDMCl #AAPL,2016-07-27
1105,"(Recap) Apple (AAPL) Tops Q3 EPS by 4c; Issues Solid Outlook http://streetinsider.com/Earnings/Apple+%28AAPL%29+Tops+Q3+EPS+by+4c%3B+Issues+Solid+Outlook/11865077.html… via 
@Street_Insider",2016-07-27
1106,#Apple Review: Bear notes app for Mac. Read more: http://owler.us/aa5RKE $AAPL,2016-07-27
1107,#Apple iTunes users warned to delete 'scam' emails claiming they have spent more than £20 d... Read more: http://owler.us/aa50d7 $AAPL,2016-07-28
1108,#Apple's free app of the week: Power Hover. Read more: http://owler.us/aa50bV $AAPL,2016-07-28
1109,#Apple's free app of the week: Power Hover. Read more: http://owler.us/aa50bC $AAPL,2016-07-28
1110,"#Apple patents stylus that doubles as a joystick, air mouse. Read more: http://owler.us/aa6ptf $AAPL",2016-07-29
1111,http://Fin24.com | Why #Apple has veered into the slow lane. Read more: http://owler.us/aa6psF $AAPL,2016-07-29
1112,Profit growth slumps at #Apple but Street sees grounds for optimism. Read more: http://owler.us/aa6psP $AAPL,2016-07-29
1113,http://Fin24.com | Why #Apple has veered into the slow lane. Read more: http://owler.us/aa6pta $AAPL,2016-07-29
1114,Apple Inc. (AAPL) iPad Pro Outsells Microsoft Corporation... http://dlvr.it/LwRMFy #MicrosoftCorporation,2016-07-30
1115,Find #stocks to #trade with http://BiloSelhi.com  $AAPL $AVXL +74%  $YRCW $CLD $TSRI $ENVA $RPRX $ACRX,2016-07-30
1116,There's a bull case for Apple — but the company won't tell you about it (AAPL) http://s.einnews.com/JE1iOA-WuL,2016-07-30
1117,Buy a lottery ticket: $SNE Sony Mobile just turned a profit http://androidauthority.com/sony-mobile-makes-profit-706463/… $MSFT $AMZN $CMCSA $AAPL $GE $JPM $MS $COSI $NFLX $FB $T,2016-07-31
1118,#Apple iPhone 7 Video Appears To Show Lack Of Headphone Jack. Read more: http://owler.us/aa6MOL $AAPL,2016-07-31
1119,#Apple iPhone 7 Video Appears To Show Lack Of Headphone Jack. Read more: http://owler.us/aa6MOz $AAPL,2016-07-31
1120,What Is Shared #Mobility? 9 Things You Should Know --  The Motley Fool http://fool.com/investing/2016/06/18/what-is-shared-mobility-9-things-you-should-know.aspx#.V5_hnl7dnyc.twitter… $AAPL $TSLA $F $BAMXF,2016-08-01
1121,"Replying to 
@FilmProfessor9
 @tim_cook
 and 2 others",2016-08-01
1122,"Replying to 
@adammarx13
 @davidmoble
 and 
@seeseesunday",2016-08-01
1123,Apple sells nearly 400 iPhones per minute (and other insane stats) (AAPL) http://buff.ly/2atM4sl #finance #apple,2016-08-02
1124,#Apple increases iPhone and iPad emoji options. Read more: http://owler.us/aa7CYH $AAPL,2016-08-02
1125,#Apple increases iPhone and iPad emoji options. Read more: http://owler.us/aa7CYG $AAPL,2016-08-02
1126,#Apple Music for Android is officially out of beta. Read more: http://owler.us/aa7Uku $AAPL,2016-08-03
1127,"@jimcramer
 @MadMoneyOnCNBC
 @CNBC
 This tweet should make national news #AAPL $AAPL",2016-08-03
1128,"#Apple Music for Android launches out of beta, gets an equalizer. Read more: http://owler.us/aa7Ukv $AAPL",2016-08-03
1129,"#Apple Hackers use Find My iPhone feature to lock down iOS devices, demand cash. Read more: http://owler.us/aa75jD $AAPL",2016-08-04
1130,"#Apple Hackers use Find My iPhone feature to lock down iOS devices, demand cash. Read more: http://owler.us/aa75jT $AAPL",2016-08-04
1131,"#Apple reportedly switches channels on TV plans, eyes digital guide instead     - CNET. Read more: http://owler.us/aa75jG $AAPL",2016-08-04
1132,"Why Apple Inc. Should Buy This Important Supplier: Earlier this year, Apple (NASDAQ:AAPL) confirmed a report ...",2016-08-05
1133,Why Apple Inc. Should Buy This Important Supplier http://ift.tt/2aOYYD7 #AAPL,2016-08-05
1134,"AAPL PowerShares DB Agriculture Fund Summary
Read More --> http://dlvr.it/Lysfx7

$AAPL $KO $LGF #finance",2016-08-05
1135,"Apple self-driving effort shifts from hardware to software http://bit.ly/2akMtm4 via 
@rww
$AAPL",2016-08-06
1136,$aapl needs to leak some innovation projects info to get the stock going.,2016-08-06
1137,"OKE Bravo Brio Restaurant Group Inc. Ex-Div Date
Read More --> http://dlvr.it/LzCX4h

$OKE $OKS $AAPL #tradeideas",2016-08-06
1138,NEW VIDEO: Stock Market Recap & Sector Analysis https://youtube.com/watch?v=Gyeko4kTbUw… $SPY $QQQ $TLT $AAPL $GOOGL $TWTR & More #Stocks #Trading,2016-08-07
1139,"WMT Cempra, Inc. Stock Message Board
Read More --> http://dlvr.it/LzXwhY

$WMT $IESC $AAPL #investing",2016-08-07
1140,Apple Inc. (AAPL): This Category May Hold Key To Stock Rally's Fate http://julitech.co.ke/2016/08/07/apple-inc-aapl-this-category-may-hold-key-to-stock-rallys-fate-14/…,2016-08-07
1141,"Replying to 
@TradingGuru",2016-08-08
1142,#Apple Federal investigators look into iPhone price fixing in Russia. Read more: http://owler.us/aa8xNp $AAPL,2016-08-08
1143,#Apple Federal investigators look into iPhone price fixing in Russia. Read more: http://owler.us/aa8xNr $AAPL,2016-08-08
1144,60% off RAVPower Portable Multi-Functional Power Bank with 9000mAh Built-in #Apple Lightnin... Read more: http://owler.us/aa8HVT $AAPL,2016-08-09
1145,60% off RAVPower Portable Multi-Functional Power Bank with 9000mAh Built-in #Apple Lightnin... Read more: http://owler.us/aa8HVx $AAPL,2016-08-09
1146,60% off RAVPower Portable Multi-Functional Power Bank with 9000mAh Built-in #Apple Lightnin... Read more: http://owler.us/aa8HVw $AAPL,2016-08-09
1147,"#Apple's explanation for its secrecy is a thinly veiled jab at its biggest competitors (, G... Read more: http://owler.us/aa8Z9K $AAPL",2016-08-10
1148,"#Apple's explanation for its secrecy is a thinly veiled jab at its biggest competitors (, G... Read more: http://owler.us/aa8Z91 $AAPL",2016-08-10
1149,How TSMC Won Back Exclusivity With #Apple for the A10 Chip in iPhone 7. Read more: http://owler.us/aa8Z0H $AAPL,2016-08-10
1150,How TSMC Won Back Exclusivity With #Apple for the A10 Chip in iPhone 7. Read more: http://owler.us/aa8Z0K $AAPL,2016-08-10
1151,#Apple Talk 10: The iPad story. Read more: http://owler.us/aa9Ysw $AAPL,2016-08-11
1152,#Apple Talk 10: The iPad story. Read more: http://owler.us/aa9YsP $AAPL,2016-08-11
1153,"RT $AAPL HFT Algos triggered BUY in SIGMA-X, CROSSFINDER, ATS, LX @ 19:57. P/T 109.00 $MSFT $IBM $PCLN $GOOG $AMZN $NFLX $FB $TSLA $QQQ",2016-08-11
1154,"|
$AAPL Apple understands that their greatest advantage from the beginning was installed base of iPhones. $MSFT could not overcome

$GOOG",2016-08-12
1155,Future of domestic design is not going to be #aapl ladden ecosystem home appliances and gadgetry. Two words. More selfies and laziness.,2016-08-12
1156,http://goo.gl/ScncSj <-- nice profit chart! Many millions in profit in a few years is impressive. $AAPL $LINE $VTAE,2016-08-12
1157,New iPhone 7 Can't Save Apple Inc. (AAPL) - Huawei Wins China http://ift.tt/2aQuJcR,2016-08-13
1158,"#Apple will 'underperform perpetually,' trader warns. Read more: http://owler.us/aa078H $AAPL",2016-08-13
1159,"#Apple will 'underperform perpetually,' trader warns. Read more: http://owler.us/aa078M $AAPL",2016-08-13
1160,"Disney challenges are similar to #Apple and the iPhone, says expert. Read more: http://owler.us/aa078N $AAPL",2016-08-13
1161,"Apple CEO Tim Cook calls Warren Buffett, Lloyd Blankfein, and Bill Clinton for advice (AAPL) http://dlvr.it/M2JwcB",2016-08-14
1162,Here is the Reason Why Apple Inc. is Introducing a Lightening Port on the iPhone 7 http://ift.tt/2aTcp2a #AAPL,2016-08-14
1163,UN-AMERICAN #APPLE WON'T REPATRIATE Money To Pay U.S. TAXES $AAPL - CNBC http://hotpagenews.com/r/156280,2016-08-14
1164,"On a nice run, closed $TWTR and $AAPL calls for nice profits and added $WYNN calls. Nice mkt for swing trading.",2016-08-15
1165,"Warren Buffett loaded up on more Apple shares in the second quarter (BRK.A, BRK.B, AAPL, WMT) http://a.mynews.ly/!ED.EOccw via 
@Appy_Geek",2016-08-15
1166,$AAPL I am soooo excited for tomorrow! I really hope we get a gap up! http://stocktwits.com/august63/message/60654719…,2016-08-15
1167,Find #stocks to #trade with http://BiloSelhi.com  $AAPL $AVXL +74%  $STEM $AUPH $SITO $CYCC $AMRS $HSGX,2016-08-16
1168,#Apple Inks Apple Music Deal With Cash Money Records. Read more: http://owler.us/abm0Cc $AAPL,2016-08-16
1169,#Apple Inks Apple Music Deal With Cash Money Records. Read more: http://owler.us/abm0Cm $AAPL,2016-08-16
1170,iPhone 7 Leak Reveals New Release Date $AAPL $GOOG $PCLN $K http://wlst.com http://forbes.com/sites/gordonkelly/2016/08/17/apple-iphone-7-release-date-launch-date…,2016-08-17
1171,"Replying to 
@RedDogT3",2016-08-17
1172,$AAPL- LOL! http://stocktwits.com/DrDuru/message/60843089…,2016-08-17
1173,Apple Betrays iPhone Faithful For Long-Term Success $AAPL http://wlst.com http://forbes.com/sites/ewanspence/2016/08/18/apple-iphone-7-replacement-cycle…,2016-08-18
1174,Q2 Highlights Diverse Opinions on Apple (AAPL) - Investopedia http://ift.tt/2bxdIFK,2016-08-18
1175,Q2 Highlights Diverse Opinions on Apple (AAPL)  #apple,2016-08-18
1176,$AAPL has truly lost it.,2016-08-19
1177,"Apple and augmented reality: Where we're going, we won't need iPhones: Apple AAPL, +0.26% is expected to add ... http://tinyurl.com/hv6j7p2",2016-08-19
1178,"#Apple Research firm expects first annual iPhone sales drop, in growing global market. Read more: http://owler.us/abtWG1 $AAPL",2016-08-19
1179,Apple Inc. (AAPL) iPhone 7: Loose Lips Sink Ships: Rumors Run Amok http://dlvr.it/M4jPPN #appleiphone,2016-08-20
1180,Apple Inc. (AAPL) iPhone 7: Loose Lips Sink Ships: Rumors Run Amok http://dlvr.it/M4jNvr #appleiphone,2016-08-20
1181,Apple Annapolis latest to get 'next generation' retail treatment http://dlvr.it/M4jB4G #AppleInsider $AAPL,2016-08-20
1182,"$AAPL ""Small hands, small penlus."" on Yahoo! Finance message boards: http://bit.ly/2b6HBkL",2016-08-20
1183,"#Apple may lose 'fashion icon' status after trouble at Target, analyst says. Read more: http://owler.us/abuc2E $AAPL",2016-08-21
1184,"#Apple may lose 'fashion icon' status after trouble at Target, analyst says. Read more: http://owler.us/abuc2g $AAPL",2016-08-21
1185,#Apple Investing in the Patent Space is Littered with Winners and Losers. Read more: http://owler.us/abuc2H $AAPL,2016-08-21
1186,#Apple Investing in the Patent Space is Littered with Winners and Losers. Read more: http://owler.us/abuc2i $AAPL,2016-08-21
1187,#Apple boosts health while Microsoft revs machine smarts. Read more: http://owler.us/abux53 $AAPL,2016-08-22
1188,#Apple boosts health while Microsoft revs machine smarts. Read more: http://owler.us/abux5H $AAPL,2016-08-22
1189,#Apple boosts health while Microsoft revs machine smarts. Read more: http://owler.us/abux52 $AAPL,2016-08-22
1190,3 Stocks Billionaires Are Buying --  The Motley Fool $AAPL http://wlst.com http://fool.com/investing/2016/08/23/3-stocks-billionaires-are-buying.aspx…,2016-08-23
1191,Sony announces new wireless adapter bringing full DualShock 4 controller… http://dlvr.it/M5qxsy #9to5Mac $AAPL,2016-08-23
1192,"There's a problem with the iPhone 6 and 6 Plus that makes it unusable (AAPL) http://a.mynews.ly/!ED.EQjSk via 
@Appy_Geek",2016-08-23
1193,SAMSUNG SAYS NOTE 7 SUPPLY NOT KEEPING UP WITH DEMAND: REUTERS. smart: using AAPL's marketing gimmicks,2016-08-23
1194,"""Apple cofounder Steve Wozniak has warned about killing off the headphone jack in the iPhone 7 (AAPL)""  http://businessinsider.com/iphone-7-needs-headphone-jack-apple-wozniak-2016-8?utm_source=feedly&amp;utm_medium=referral…",2016-08-24
1195,Former #Apple CEO Sculley says he'd give Tim Cook an 'A++'. Read more: http://owler.us/abu9nT $AAPL,2016-08-24
1196,Former #Apple CEO Sculley says he'd give Tim Cook an 'A++'. Read more: http://owler.us/abu9nF $AAPL,2016-08-24
1197,"#Apple iPhone vulnerability used to target journalists, aid workers. Read more: http://owler.us/abvuxO $AAPL",2016-08-25
1198,"#Apple iPhone vulnerability used to target journalists, aid workers. Read more: http://owler.us/abvuxE $AAPL",2016-08-25
1199,"that said, my AAPL call at 90 is doing well. That's pre-split.  
@jimcramer
 @MadMoneyOnCNBC",2016-08-25
1200,". 
@Apple
 could be on the hook for $19B in #taxes, European Commission says http://bizj.us/1nyykk $AAPL",2016-08-26
1201,You Can Buy An Apple Watch Sport For As Low As $189 At Best Buy http://dlvr.it/M73MVY #WatchAware $AAPL,2016-08-26
1202,$AAPL #OfficerNamed: named CEO #newssentiment http://bit.ly/1yYggEI,2016-08-26
1203,". 
@Apple
 could be on the hook for $19B in #taxes, European Commission says http://bizj.us/1nyykk $AAPL",2016-08-27
1204,"$AAPL sum put vol=68,456 sum call vol=64,799 PutCallRatio=1.06 expiration 09/02/2016 . http://bit.ly/2btwLiZ",2016-08-27
1205,The 5-Minute Rule for Aapl - Stock Transcript - http://gatesstreetheat.com/2016/08/27/the-5-minute-rule-for-aapl-stock-transcript/…,2016-08-27
1206,". 
@Apple
 could be on the hook for $19B in #taxes, European Commission says http://bizj.us/1nyykk $AAPL",2016-08-28
1207,$AAPL interesting after filling the partial gap.  Note now pulling back to the #VSB up trend dot.,2016-08-28
1208,iPhone 8: Could it be The Catalyst to Re-Ignite Tired Apple Inc.? http://learnbonds.com/130868/could-iphone-8-reignite-apple-aapl/… #iPhone8 #iPhone7 #Apple $AAPL,2016-08-28
1209,iPhone 8: Could it be The Catalyst to Re-Ignite Tired Apple Inc. (AAPL)? https://raidpoll.com/iphone-8-could-it-be-the-catalyst-to-re-ignite-tired-apple-inc-aapl/…,2016-08-29
1210,". 
@Apple
 could be on the hook for $19B in #taxes, European Commission says http://bizj.us/1nyykk $AAPL",2016-08-29
1211,#Apple Bloomberg: new Macs and 5K monitor could debut as early as October. Read more: http://owler.us/abwzjB $AAPL,2016-08-29
1212,#Apple will barely feel $14.5B hit. Here's why. Read more: http://owler.us/abwVrr $AAPL,2016-08-30
1213,#Apple Griffin's new adapter fixes iPhone 7's most hated feature. Read more: http://owler.us/abwVrH $AAPL,2016-08-30
1214,"List of sponsors  Nike Inc (NYSE: NKE), Apple Inc.'s (NASDAQ: AAPL) Beats By Dre, and MusclePharm Corp (OTC: MSLP).",2016-08-30
1215,". 
@Apple
 could be on the hook for $19B in #taxes, European Commission says http://bizj.us/1nyykk $AAPL",2016-08-31
1216,$AAPL Grass is not always greener on the other side!,2016-08-31
1217,"@YahooFinance
: How Apple became the master of 'stateless income' http://buff.ly/2bFPzvW/s/C04K $AAPL... http://fb.me/7XwoBhehP",2016-08-31
1218,"#Apple iPhone 7 Colors: Leaked Photos Show New Shades, Including 'Space Black'. Read more: http://owler.us/abxumm $AAPL",2016-09-01
1219,"#Apple iPhone 7 Colors: Leaked Photos Show New Shades, Including 'Space Black'. Read more: http://owler.us/abxumt $AAPL",2016-09-01
1220,Apples VR Ambitions Revealed Ahead Of Risky iPhone 7 Launch $AAPL http://wlst.com http://forbes.com/sites/ewanspence/2016/09/01/apple-iphone-7-vr-headset-leaked…,2016-09-01
1221,"MF's for 9/2
MF= $ value of composite uptick trades - $ value of downtick trades.
$SPY $AMZN $AAPL $T $AMGN $GILD",2016-09-02
1222,http://goo.gl/ScncSj <-- nice profit chart! Many millions in profit in a few years is impressive. $AAPL $LINE $VTAE,2016-09-02
1223,"Loyal3, Robinhood, and Vanguard Buys - Week 35: Recent Buys (AAPL, BRK.B, FLO, MCD, MSFT, VYM) http://thedividendmogul.com/2016/09/loyal3-robinhood-and-vanguard-buys-week.html?utm_source=twitterfeed&utm_medium=twitter… via 
@TDividendMogul",2016-09-02
1224,$AAPL #Apple #AppleMusic $twtr #AppleWatch #iPhone7Plus #twtr #iPhonePro #AppleTV #AAPL #siri,2016-09-02
1225,Fox Is Favored NASDAQ Dividend Dog For September http://seekingalpha.com/article/4003915-fox-favored-nasdaq-dividend-dog-september?source=tweet… $AAPL $ADI $CA $CSCO $FOX $FOXA $GILD $MAT $MDLZ $MXIM $NTAP,2016-09-03
1226,#Apple Watch 2 Will Probably Launch on Wednesday. Read more: http://owler.us/abxZjd $AAPL,2016-09-03
1227,#Apple Watch 2 Will Probably Launch on Wednesday. Read more: http://owler.us/abxZjg $AAPL,2016-09-03
1228,PortfolioBuzz: Monitor your watchlist of assets for tweets - US Tech Giants http://comparespreadbetting.com/compare?name=US%20Tech%20Giants… $AAPL $GOOGL $MSFT $FB $TWTR,2016-09-04
1229,Comment: Three problems with the EU's ruling on #Apple's Irish taxes. Read more: http://owler.us/abx6hK $AAPL,2016-09-04
1230,Comment: Three problems with the EU's ruling on #Apple's Irish taxes. Read more: http://owler.us/abx6he $AAPL,2016-09-04
1231,"This week&#39;s top stories: iPhone 7 leaks, AAPL Q2 earnings, Apple Music #iPhone http://dlvr.it/MBqPqF #iPhone",2016-09-05
1232,"Apple Watch 2 may launch next month with iPhone 7
$AAPL #wearables 
http://techradar.com/news/wearables/apple-watch-2-what-we-want-to-see-1289202…",2016-09-05
1233,PortfolioBuzz: Track trending assets in 1 watchlist #FTSE100 #fintech $AAPL $Blockchain $RGZPF … https://pic.twitter.com/vY0XmZ4jyQ,2016-09-05
1234,Wednesday markets will be watching #Apple and the Fed. Read more: http://owler.us/abyFhA $AAPL,2016-09-06
1235,Wednesday markets will be watching #Apple and the Fed. Read more: http://owler.us/abyFhe $AAPL,2016-09-06
1236,Wednesday markets will be watching #Apple and the Fed. Read more: http://owler.us/abyFhH $AAPL,2016-09-06
1237,#Apple iPhone 7 will be water-resistant. Read more: http://owler.us/abyZpY $AAPL,2016-09-07
1238,#Apple updates key iPhone line in bid to reignite growth. Read more: http://owler.us/abyZpE $AAPL,2016-09-07
1239,"brilliant! maybe that string could plug into an opening, 3mm in size or so! hey good luck $AAPL me I am still wired",2016-09-07
